id,block,total,aCount,abCount,bCount,bcCount,cCount,dCount,fCount,letter
3140,"ECON 902",187,169,0,0,0,0,0,0,A
3141,"ECON 903",356,287,0,0,0,0,0,1,A
3142,"ECON 904",295,266,0,0,0,0,0,1,A
3143,"ECON 913",137,110,4,0,0,0,0,0,A
3144,"ECON 914",120,96,0,0,0,0,0,0,A
3145,"ECON/ANTHRO/C&E SOC/SOC 925",86,43,10,0,0,0,0,0,A
3146,"ECON 955",347,253,0,0,0,0,0,0,A
3147,"ECON 956",278,164,0,0,0,0,0,0,A
3148,"ECON/LAW 961",6,5,0,1,0,0,0,0,A
3149,"ECON 965",413,361,0,0,0,0,0,0,A
3150,"ECON 966",317,264,0,0,0,0,0,0,A
3151,"ECON 968",310,193,1,0,0,0,0,0,A
3152,"ECON 969",257,150,0,0,0,0,0,0,A
3153,"ECON 977",159,57,0,0,0,0,0,0,A
3154,"ECON 978",132,130,0,0,1,0,0,0,A
3155,"ECON/AFRICAN/ANTHRO/GEOG/HISTORY/POLI SCI 983",15,6,6,1,0,0,0,0,A
3156,"ECON 990",14,0,0,0,0,0,0,0,N/A
3157,"ECON 999",5,5,0,0,0,0,0,0,A
3158,"ELPA/COUN PSY 350",107,100,2,2,0,2,0,1,A
3159,"ELPA 502",865,708,55,27,18,8,5,6,A
3160,"ELPA/ED POL 542",91,78,5,1,2,1,0,0,A
3161,"ELPA 600",0,0,0,0,0,0,0,0,N/A
3162,"ELPA 640",56,49,4,0,0,1,0,0,A
3163,"ELPA 700",261,224,7,3,0,0,0,0,A
3164,"ELPA 701",786,543,176,39,4,1,0,3,A
3165,"ELPA 702",279,273,0,2,1,0,0,0,A
3166,"ELPA 703",133,123,4,2,0,0,0,0,A
3167,"ELPA 710",197,136,48,8,1,0,0,0,A
3168,"ELPA 715",309,192,82,17,3,1,0,1,A
3169,"ELPA/COUN PSY/CURRIC/ED POL/ED PSYCH/RP & SE 719",538,487,32,3,1,0,0,0,A
3170,"ELPA 725",577,451,97,15,1,0,0,1,A
3171,"ELPA 726",65,55,5,1,0,0,0,0,A
3172,"ELPA 735",205,172,4,6,0,0,0,0,A
3173,"ELPA 736",325,250,55,12,0,0,0,1,A
3174,"ELPA/CURRIC 746",81,60,6,9,0,1,0,0,A
3175,"ELPA 750",115,108,2,0,0,1,0,0,A
3176,"ELPA 751",76,70,3,0,0,0,0,0,A
3177,"ELPA 752",577,451,97,15,1,0,0,1,A
3178,"ELPA 753",115,108,2,0,0,1,0,0,A
3179,"ELPA 754",60,50,4,1,0,0,0,0,A
3180,"ELPA 755",72,64,1,0,0,0,0,0,A
3181,"ELPA/ED POL/PUB AFFR 765",105,68,24,7,0,2,0,0,A
3182,"ELPA/INTER-HE 770",124,108,2,9,0,0,0,0,A
3183,"ELPA 777",147,114,18,3,1,0,0,1,A
3184,"ELPA/ED PSYCH 780",93,81,5,2,1,1,1,0,A
3185,"ELPA/COUN PSY/CURRIC/ED POL/ED PSYCH/RP & SE 788",219,193,3,3,0,0,0,0,A
3186,"ELPA/COUN PSY/CURRIC/ED POL/ED PSYCH/RP & SE 789",144,129,3,1,0,0,1,0,A
3187,"ELPA 810",207,197,4,0,1,0,0,0,A
3188,"ELPA 815",22,22,0,0,0,0,0,0,A
3189,"ELPA/ED PSYCH 822",244,200,19,14,2,2,0,1,A
3190,"ELPA 823",16,15,0,0,0,0,0,0,A
3191,"ELPA 824",296,285,10,1,0,0,0,0,A
3192,"ELPA 825",302,254,17,3,0,0,0,1,A
3193,"ELPA/ED PSYCH 827",154,125,15,2,0,0,0,1,A
3194,"ELPA/ED POL/PUB AFFR 830",186,161,16,5,0,0,0,0,A
3195,"ELPA 831",191,124,34,18,4,5,1,2,A
3196,"ELPA 832",26,22,1,0,0,0,0,1,A
3197,"ELPA/RP & SE 835",64,55,0,0,0,0,0,0,A
3198,"ELPA 840",465,373,57,10,2,3,0,1,A
3199,"ELPA 841",280,229,25,10,0,0,0,1,A
3200,"ELPA/ED POL/ED PSYCH/RP & SE 842",100,85,8,3,0,0,0,0,A
3201,"ELPA 844",167,162,2,0,0,0,0,0,A
3202,"ELPA 845",315,293,9,2,1,0,0,1,A
3203,"ELPA 846",152,144,0,0,0,0,0,0,A
3204,"ELPA 847",233,194,28,4,0,0,0,0,A
3205,"ELPA 848",174,150,15,1,0,0,0,1,A
3206,"ELPA 856",152,144,0,0,0,0,0,0,A
3207,"ELPA 860",205,188,1,0,0,0,0,0,A
3208,"ELPA 863",203,184,8,4,0,0,0,0,A
3209,"ELPA 870",472,385,58,10,3,1,0,2,A
3210,"ELPA 875",289,272,3,1,0,0,0,0,A
3211,"ELPA 878",81,79,0,1,0,0,0,0,A
3212,"ELPA 880",161,150,9,1,0,0,0,0,A
3213,"ELPA 881",327,308,13,2,0,0,0,1,A
3214,"ELPA 882",37,37,0,0,0,0,0,0,A
3215,"ELPA 883",157,140,12,3,0,0,0,1,A
3216,"ELPA 885",43,43,0,0,0,0,0,0,A
3217,"ELPA 886",111,110,0,0,0,0,0,0,A
3218,"ELPA 887",143,126,9,4,1,1,0,0,A
3219,"ELPA 888",217,206,8,2,0,0,0,1,A
3220,"ELPA 890",11,11,0,0,0,0,0,0,A
3221,"ELPA 900",224,181,1,0,0,1,0,0,A
3222,"ELPA 910",197,136,48,8,1,0,0,0,A
3223,"ELPA 911",17,17,0,0,0,0,0,0,A
3224,"ELPA 940",2177,1866,163,32,7,0,0,1,A
3225,"ELPA 960",30,26,2,1,0,1,0,0,A
3226,"ELPA 961",29,22,5,2,0,0,0,0,A
3227,"ELPA 965",29,21,5,1,1,0,0,0,A
3228,"ELPA 990",1745,0,0,0,0,0,0,0,N/A
3229,"ELPA 999",350,285,9,4,2,0,0,0,A
3230,"ED POL/HISTORY 107",195,92,36,27,15,8,3,1,B
3231,"ED POL 112",8,3,1,0,0,0,0,0,A
3232,"ED POL 140",337,283,28,11,5,4,0,0,A
3233,"ED POL/HISTORY 143",88,53,24,1,5,3,1,1,A
3234,"ED POL 145",132,91,18,6,6,3,2,5,A
3235,"ED POL 150",1656,1197,282,102,31,11,2,4,A
3236,"ED POL 180",1656,1197,282,102,31,11,2,4,A
3237,"ED POL 197",15,13,1,1,0,0,0,0,A
3238,"ED POL 200",515,329,112,52,13,6,2,0,A
3239,"ED POL 202",90,66,9,9,0,0,0,2,A
3240,"ED POL 203",73,47,17,5,1,3,0,0,A
3241,"ED POL 205",15,11,0,1,1,0,0,0,A
3242,"ED POL 209",73,47,17,5,1,3,0,0,A
3243,"ED POL 210",1092,972,74,29,3,3,3,3,A
3244,"ED POL 212",181,169,4,3,2,0,1,0,A
3245,"ED POL/INTL ST 220",44,38,5,0,0,0,0,1,A
3246,"ED POL 237",111,100,2,1,0,1,0,0,A
3247,"ED POL 240",513,436,46,20,5,1,0,1,A
3248,"ED POL 260",44,38,5,0,0,0,0,1,A
3249,"ED POL 274",384,227,76,32,7,9,4,8,A
3250,"ED POL 300",3914,2870,675,243,37,38,5,12,A
3251,"ED POL 305",72,62,6,1,2,0,0,0,A
3252,"ED POL 309",72,62,6,1,2,0,0,0,A
3253,"ED POL 320",229,204,14,6,0,2,0,0,A
3254,"ED POL/INTL ST 335",846,440,234,98,31,15,3,5,A
3255,"ED POL 345",72,62,6,1,2,0,0,0,A
3256,"ED POL 350",18,15,3,0,0,0,0,0,A
3257,"ED POL 399",0,0,0,0,0,0,0,0,N/A
3258,"ED POL/HISTORY 412",3935,1472,1219,708,246,124,43,32,B
3259,"ED POL 420",24,20,1,1,0,1,0,0,A
3260,"ED POL 423",24,20,1,1,0,1,0,0,A
3261,"ED POL 435",846,440,234,98,31,15,3,5,A
3262,"ED POL 450",40,31,6,0,0,0,1,0,A
3263,"ED POL 460",188,73,59,46,3,1,2,1,A
3264,"ED POL/HISTORY 478",158,69,38,25,9,6,2,1,B
3265,"ED POL 500",265,183,54,20,3,2,1,0,A
3266,"ED POL 501",7,7,0,0,0,0,0,0,A
3267,"ED POL 505",385,256,66,38,8,2,0,0,A
3268,"ED POL 510",78,41,16,11,3,2,1,0,A
3269,"ED POL/CURRIC/HISTORY/JEWISH 515",415,277,94,26,7,7,0,1,A
3270,"ED POL/CURRIC/RELIG ST 516",38,24,5,3,0,1,0,0,A
3271,"ED POL 518",110,60,28,10,3,2,1,1,A
3272,"ED POL/ELPA 542",91,78,5,1,2,1,0,0,A
3273,"ED POL/PHILOS 545",147,86,39,9,1,2,0,3,A
3274,"ED POL/PHILOS 550",101,45,42,8,0,0,0,2,A
3275,"ED POL/GEN&WS 560",391,290,57,17,8,3,5,2,A
3276,"ED POL/AFROAMER 567",127,63,38,6,5,0,4,0,A
3277,"ED POL/ANTHRO 570",507,315,114,51,8,4,2,1,A
3278,"ED POL 575",133,98,21,5,1,1,1,1,A
3279,"ED POL 595",45,45,0,0,0,0,0,0,A
3280,"ED POL 600",524,367,97,24,11,2,2,0,A
3281,"ED POL 601",7,6,1,0,0,0,0,0,A
3282,"ED POL 602",0,0,0,0,0,0,0,0,N/A
3283,"ED POL 603",7,6,1,0,0,0,0,0,A
3284,"ED POL 605",7,6,1,0,0,0,0,0,A
3285,"ED POL 606",7,6,1,0,0,0,0,0,A
3286,"ED POL/HISTORY 612",8,3,1,0,0,0,0,0,A
3287,"ED POL/HISTORY 622",74,42,17,3,4,4,1,1,A
3288,"ED POL/SOC 648",533,365,97,44,6,6,1,2,A
3289,"ED POL/HISTORY 665",42,20,11,3,2,2,0,1,A
3290,"ED POL 675",163,99,40,11,1,1,0,0,A
3291,"ED POL 699",1,1,0,0,0,0,0,0,A
3292,"ED POL 701",0,0,0,0,0,0,0,0,N/A
3293,"ED POL/AFROAMER/HISTORY 712",17,16,1,0,0,0,0,0,A
3294,"ED POL/HISTORY 713",21,11,6,2,0,0,0,1,A
3295,"ED POL/COUN PSY/CURRIC/ED PSYCH/ELPA/RP & SE 719",538,487,32,3,1,0,0,0,A
3296,"ED POL 725",577,451,97,15,1,0,0,1,A
3297,"ED POL 743",13,13,0,0,0,0,0,0,A
3298,"ED POL 745",10,10,0,0,0,0,0,0,A
3299,"ED POL 750",26,12,8,2,0,0,0,0,A
3300,"ED POL/C&E SOC/SOC 755",49,41,6,1,0,0,0,0,A
3301,"ED POL 760",86,78,7,0,0,0,0,0,A
3302,"ED POL 761",30,24,3,0,0,0,0,0,A
3303,"ED POL/ELPA/PUB AFFR 765",105,68,24,7,0,2,0,0,A
3304,"ED POL 780",635,485,84,16,0,1,0,2,A
3305,"ED POL/COUN PSY/CURRIC/ED PSYCH/ELPA/RP & SE 788",219,193,3,3,0,0,0,0,A
3306,"ED POL/COUN PSY/CURRIC/ED PSYCH/ELPA/RP & SE 789",144,129,3,1,0,0,1,0,A
3307,"ED POL/GEN&WS/PUB AFFR 805",22,13,7,1,0,0,0,0,A
3308,"ED POL 810",51,48,0,0,0,0,0,0,A
3309,"ED POL/ELPA/PUB AFFR 830",186,161,16,5,0,0,0,0,A
3310,"ED POL/ED PSYCH/ELPA/RP & SE 842",100,85,8,3,0,0,0,0,A
3311,"ED POL/CURRIC 855",96,79,4,0,0,1,0,0,A
3312,"ED POL 860",46,41,2,0,0,0,0,0,A
3313,"ED POL 870",62,49,7,1,0,0,0,0,A
3314,"ED POL/HISTORY 903",37,23,8,0,0,0,0,0,A
3315,"ED POL/HISTORY 906",126,96,23,2,0,0,0,0,A
3316,"ED POL/HISTORY 907",24,23,0,0,0,0,0,0,A
3317,"ED POL/SOC 908",49,24,16,0,0,0,0,0,A
3318,"ED POL 911",71,64,2,0,0,1,0,0,A
3319,"ED POL/SOC 955",188,148,23,6,0,0,0,0,A
3320,"ED POL 962",84,75,2,1,1,0,0,0,A
3321,"ED POL/CURRIC 963",0,0,0,0,0,0,0,0,N/A
3322,"ED POL/ANTHRO 970",94,71,17,1,0,0,0,1,A
3323,"ED POL 990",382,0,0,0,0,0,0,0,N/A
3324,"ED POL 999",14,8,0,0,0,0,0,0,A
3325,"ED PSYCH/ASIAN/COUN PSY/PSYCH 120",955,511,287,93,32,17,6,7,A
3326,"ED PSYCH 215",28,24,1,0,0,0,0,0,A
3327,"ED PSYCH 301",9464,6387,1682,790,317,142,50,21,A
3328,"ED PSYCH 320",6644,3426,1502,935,388,256,57,30,A
3329,"ED PSYCH 321",4954,1823,1476,856,388,202,94,42,B
3330,"ED PSYCH 322",15,13,0,0,0,0,0,0,A
3331,"ED PSYCH 326",1980,1012,558,200,109,51,15,10,A
3332,"ED PSYCH 331",2193,1197,577,239,92,54,11,7,A
3333,"ED PSYCH 470",539,526,9,4,0,0,0,0,A
3334,"ED PSYCH 501",70,69,1,0,0,0,0,0,A
3335,"ED PSYCH 505",1247,1011,159,55,7,5,1,1,A
3336,"ED PSYCH 506",1096,954,70,30,10,3,1,9,A
3337,"ED PSYCH 509",1,1,0,0,0,0,0,0,A
3338,"ED PSYCH 525",29,29,0,0,0,0,0,0,A
3339,"ED PSYCH 533",86,74,7,1,0,0,1,0,A
3340,"ED PSYCH 540",219,215,3,0,0,0,0,0,A
3341,"ED PSYCH 541",235,231,2,0,0,0,0,1,A
3342,"ED PSYCH 542",207,163,26,11,0,3,0,0,A
3343,"ED PSYCH 551",19,16,2,0,0,0,0,1,A
3344,"ED PSYCH 560",46,38,2,1,0,0,0,0,A
3345,"ED PSYCH 563",46,38,2,1,0,0,0,0,A
3346,"ED PSYCH 570",211,194,11,3,0,0,0,0,A
3347,"ED PSYCH 575",29,25,0,0,0,0,0,0,A
3348,"ED PSYCH 615",28,24,1,0,0,0,0,0,A
3349,"ED PSYCH 621",587,529,45,9,0,1,0,0,A
3350,"ED PSYCH 622",587,529,45,9,0,1,0,0,A
3351,"ED PSYCH/COM ARTS 626",0,0,0,0,0,0,0,0,N/A
3352,"ED PSYCH 631",59,54,4,0,0,0,0,0,A
3353,"ED PSYCH 632",44,40,3,1,0,0,0,0,A
3354,"ED PSYCH 633",44,39,2,1,1,1,0,0,A
3355,"ED PSYCH 640",49,47,1,0,1,0,0,0,A
3356,"ED PSYCH 641",587,529,45,9,0,1,0,0,A
3357,"ED PSYCH 642",23,23,0,0,0,0,0,0,A
3358,"ED PSYCH 643",23,23,0,0,0,0,0,0,A
3359,"ED PSYCH 695",17,16,0,1,0,0,0,0,A
3360,"ED PSYCH 699",521,486,7,12,1,0,0,1,A
3361,"ED PSYCH 709",184,184,0,0,0,0,0,0,A
3362,"ED PSYCH 710",149,148,1,0,0,0,0,0,A
3363,"ED PSYCH 711",1780,1600,108,21,3,3,0,1,A
3364,"ED PSYCH 712",27,27,0,0,0,0,0,0,A
3365,"ED PSYCH/COUN PSY/CURRIC/ED POL/ELPA/RP & SE 719",538,487,32,3,1,0,0,0,A
3366,"ED PSYCH 720",148,102,45,1,0,0,0,0,A
3367,"ED PSYCH 721",139,105,26,4,0,0,0,0,A
3368,"ED PSYCH/COUN PSY 723",73,70,0,1,0,0,0,0,A
3369,"ED PSYCH/HDFS 725",323,217,81,11,1,0,0,0,A
3370,"ED PSYCH/COUN PSY/HDFS 726",54,53,1,0,0,0,0,0,A
3371,"ED PSYCH/COUN PSY/RP & SE 736",96,87,4,1,0,0,0,0,A
3372,"ED PSYCH/COUN PSY/RP & SE 737",57,50,5,0,0,0,0,0,A
3373,"ED PSYCH 740",148,148,0,0,0,0,0,0,A
3374,"ED PSYCH 741",178,176,1,0,0,0,0,0,A
3375,"ED PSYCH 742",167,164,0,0,0,0,0,1,A
3376,"ED PSYCH 743",77,75,0,1,0,0,0,0,A
3377,"ED PSYCH 745",25,25,0,0,0,0,0,0,A
3378,"ED PSYCH 752",17,10,5,1,0,0,0,0,A
3379,"ED PSYCH 760",1139,853,171,87,2,1,0,0,A
3380,"ED PSYCH 761",1065,867,137,48,1,0,0,0,A
3381,"ED PSYCH 762",491,371,81,22,1,0,0,0,A
3382,"ED PSYCH 763",295,253,23,3,1,1,0,1,A
3383,"ED PSYCH/COMP SCI/PSYCH 770",399,241,122,32,3,0,0,0,A
3384,"ED PSYCH 771",227,165,39,7,0,0,0,0,A
3385,"ED PSYCH 773",387,313,56,10,0,1,0,0,A
3386,"ED PSYCH/ELPA 780",93,81,5,2,1,1,1,0,A
3387,"ED PSYCH/COUN PSY/CURRIC/ED POL/ELPA/RP & SE 788",219,193,3,3,0,0,0,0,A
3388,"ED PSYCH/COUN PSY/CURRIC/ED POL/ELPA/RP & SE 789",144,129,3,1,0,0,1,0,A
3389,"ED PSYCH 791",134,0,0,0,0,0,0,0,N/A
3390,"ED PSYCH 792",33,31,2,0,0,0,0,0,A
3391,"ED PSYCH 795",297,245,45,5,0,0,0,0,A
3392,"ED PSYCH 796",98,82,11,1,0,0,0,0,A
3393,"ED PSYCH/CURRIC/L I S 803",9,8,0,0,0,0,0,0,A
3394,"ED PSYCH/CURRIC 821",25,24,0,0,0,0,0,0,A
3395,"ED PSYCH/ELPA 822",244,200,19,14,2,2,0,1,A
3396,"ED PSYCH/ELPA 827",154,125,15,2,0,0,0,1,A
3397,"ED PSYCH 828",22,22,0,0,0,0,0,0,A
3398,"ED PSYCH 829",7,7,0,0,0,0,0,0,A
3399,"ED PSYCH 830",22,22,0,0,0,0,0,0,A
3400,"ED PSYCH 840",717,693,5,3,1,0,0,0,A
3401,"ED PSYCH/ED POL/ELPA/RP & SE 842",100,85,8,3,0,0,0,0,A
3402,"ED PSYCH 844",253,225,19,6,0,0,0,0,A
3403,"ED PSYCH 845",114,91,8,0,0,0,0,0,A
3404,"ED PSYCH 871",27,25,2,0,0,0,0,0,A
3405,"ED PSYCH/HDFS/NURSING/SOC WORK 880",180,170,7,2,0,0,0,0,A
3406,"ED PSYCH/HDFS/NURSING/SOC WORK 881",35,35,0,0,0,0,0,0,A
3407,"ED PSYCH 921",74,50,18,3,0,0,0,0,A
3408,"ED PSYCH 925",132,125,2,0,0,0,0,0,A
3409,"ED PSYCH 942",142,141,0,0,0,0,0,0,A
3410,"ED PSYCH 943",107,105,1,0,0,0,0,0,A
3411,"ED PSYCH/SOC WORK 945",47,27,14,2,0,0,0,0,A
3412,"ED PSYCH 946",110,109,0,1,0,0,0,0,A
3413,"ED PSYCH 947",154,147,7,0,0,0,0,0,A
3414,"ED PSYCH 948",70,68,0,0,0,0,0,1,A
3415,"ED PSYCH 960",399,317,35,7,4,1,0,0,A
3416,"ED PSYCH 961",60,53,7,0,0,0,0,0,A
3417,"ED PSYCH 963",103,74,13,7,1,0,0,0,A
3418,"ED PSYCH 964",395,304,61,1,0,0,0,0,A
3419,"ED PSYCH 965",48,45,1,0,0,0,0,0,A
3420,"ED PSYCH 971",42,40,0,1,0,0,0,0,A
3421,"ED PSYCH 990",243,0,0,0,0,0,0,0,N/A
3422,"ED PSYCH/COUN PSY/PSYCH/RP & SE 995",0,0,0,0,0,0,0,0,N/A
3423,"ED PSYCH 999",45,32,4,1,2,0,0,0,A
3424,"E C E 1",2526,791,508,624,243,230,64,52,B
3425,"E C E 203",2688,976,613,562,230,199,48,22,B
3426,"E C E 204",326,192,93,26,10,2,0,0,A
3427,"E C E 210",3181,3090,62,13,1,5,0,6,A
3428,"E C E 219",2315,1855,203,155,49,27,8,7,A
3429,"E C E 220",2526,791,508,624,243,230,64,52,B
3430,"E C E 230",3476,974,714,651,418,427,157,93,B
3431,"E C E/PHYSICS 235",1443,481,253,335,192,147,14,8,B
3432,"E C E/COMP SCI 252",12001,4840,2382,2001,1054,1064,281,214,B
3433,"E C E 270",2707,1775,458,290,82,63,12,22,A
3434,"E C E 271",1535,867,336,180,52,57,16,19,A
3435,"E C E 303",441,305,84,42,3,1,1,0,A
3436,"E C E 304",234,86,78,51,5,3,0,2,A
3437,"E C E 305",271,203,50,14,3,1,0,0,A
3438,"E C E 306",184,140,29,13,0,1,1,0,A
3439,"E C E 308",104,80,19,4,0,1,0,0,A
3440,"E C E 313",693,563,114,15,0,1,0,0,A
3441,"E C E 315",1457,1210,155,46,20,9,4,2,A
3442,"E C E 317",595,482,73,27,6,2,0,0,A
3443,"E C E 320",820,395,124,171,61,40,19,9,B
3444,"E C E 330",2206,745,389,446,248,274,52,24,B
3445,"E C E 331",729,185,147,168,90,87,33,14,B
3446,"E C E 332",644,175,148,120,71,87,23,11,B
3447,"E C E 334",162,65,31,31,11,17,6,0,B
3448,"E C E 335",801,227,175,186,114,69,14,8,B
3449,"E C E 340",2658,843,499,581,324,250,79,32,B
3450,"E C E 342",1725,751,251,368,128,170,32,18,B
3451,"E C E/COMP SCI 352",4698,1080,1186,1046,694,430,151,91,B
3452,"E C E 353",1835,521,467,392,223,163,27,27,B
3453,"E C E/COMP SCI 354",8855,2646,1640,1947,1075,882,260,218,B
3454,"E C E 355",537,173,148,113,53,25,8,7,B
3455,"E C E 356",481,116,118,162,37,35,4,0,B
3456,"E C E 370",1406,1100,226,69,8,1,0,0,A
3457,"E C E 376",4147,951,662,1645,438,356,45,15,B
3458,"E C E 377",2321,756,625,458,233,161,76,7,B
3459,"E C E 379",303,213,45,25,8,2,2,0,A
3460,"E C E 399",168,144,20,3,0,0,0,1,A
3461,"E C E 401",435,243,104,59,12,4,5,5,A
3462,"E C E 411",827,209,206,240,79,58,14,9,B
3463,"E C E 412",970,503,107,230,33,57,15,7,B
3464,"E C E 420",379,122,86,93,22,27,10,11,B
3465,"E C E 427",849,407,175,149,69,34,1,2,B
3466,"E C E 431",557,249,118,100,37,35,7,4,B
3467,"E C E 432",102,56,24,15,2,3,1,1,A
3468,"E C E 434",210,85,39,36,17,18,3,2,B
3469,"E C E/COMP SCI/MATH 435",2534,710,424,641,262,264,106,51,B
3470,"E C E 436",247,93,55,55,22,8,7,4,B
3471,"E C E 437",123,56,31,19,10,3,1,1,B
3472,"E C E/M E 439",683,265,232,125,38,11,1,1,A
3473,"E C E 445",204,118,62,13,1,3,0,0,A
3474,"E C E 447",136,63,33,25,8,3,1,1,A
3475,"E C E 453",564,381,114,55,12,1,0,1,A
3476,"E C E 454",299,208,78,11,1,1,0,0,A
3477,"E C E/B M E 462",339,112,108,72,34,12,0,1,B
3478,"E C E/B M E 463",304,141,98,44,10,6,0,1,A
3479,"E C E 466",21,11,4,4,2,0,0,0,A
3480,"E C E 489",1,1,0,0,0,0,0,0,A
3481,"E C E 491",19,10,3,1,0,0,0,0,A
3482,"E C E 504",58,24,21,7,0,0,0,0,A
3483,"E C E/COMP SCI 506",1880,783,449,357,127,98,30,13,B
3484,"E C E 511",76,31,21,18,2,1,0,0,A
3485,"E C E 512",148,122,14,6,0,4,0,0,A
3486,"E C E/COMP SCI/I SY E 524",1296,515,341,203,107,63,30,14,B
3487,"E C E/N E/PHYSICS 525",548,211,136,128,39,15,6,5,B
3488,"E C E/N E/PHYSICS 527",163,82,53,18,3,3,2,1,A
3489,"E C E/N E 528",132,64,38,19,5,0,1,0,A
3490,"E C E/COMP SCI/M E 532",1801,868,439,284,99,40,6,8,A
3491,"E C E/COMP SCI 533",698,363,186,96,14,16,5,11,A
3492,"E C E 536",103,49,31,17,2,0,0,0,A
3493,"E C E 537",271,97,78,68,21,4,0,2,B
3494,"E C E/COMP SCI/M E 539",697,154,243,196,45,18,6,10,B
3495,"E C E 541",80,26,28,11,7,2,0,2,B
3496,"E C E 542",122,74,35,9,1,0,0,1,A
3497,"E C E 545",14,10,1,0,0,0,0,0,A
3498,"E C E/PHYSICS 546",49,31,11,2,0,2,0,0,A
3499,"E C E 547",37,26,3,3,1,2,0,0,A
3500,"E C E 548",287,103,69,65,32,12,1,1,B
3501,"E C E 549",104,47,28,21,3,2,0,0,A
3502,"E C E 551",2024,584,577,526,187,93,20,17,B
3503,"E C E/COMP SCI 552",2088,762,483,416,231,100,38,31,B
3504,"E C E 553",208,65,57,57,17,7,0,0,B
3505,"E C E 554",432,285,111,26,6,4,0,0,A
3506,"E C E 555",795,291,198,189,82,27,3,1,B
3507,"E C E 556",349,135,90,71,31,14,3,2,B
3508,"E C E/COMP SCI 561",159,79,40,27,7,2,1,0,A
3509,"E C E/I SY E 570",205,167,29,6,2,0,0,0,A
3510,"E C E/M E 577",92,40,52,0,0,0,0,0,A
3511,"E C E 600",0,0,0,0,0,0,0,0,N/A
3512,"E C E 601",372,274,49,28,3,7,1,0,A
3513,"E C E 610",545,462,45,17,9,3,3,3,A
3514,"E C E 611",167,161,6,0,0,0,0,0,A
3515,"E C E/MATH 641",28,12,4,9,1,2,0,0,B
3516,"E C E 697",0,0,0,0,0,0,0,0,N/A
3517,"E C E 699",88,73,4,7,0,0,0,0,A
3518,"E C E 702",16,0,0,0,0,0,0,0,N/A
3519,"E C E/COMP SCI 707",302,191,76,28,0,2,1,0,A
3520,"E C E 711",389,113,141,99,20,1,0,0,B
3521,"E C E 712",413,322,45,24,2,5,1,3,A
3522,"E C E 713",189,94,43,36,9,1,0,2,A
3523,"E C E 714",126,112,9,3,0,1,0,1,A
3524,"E C E 717",294,127,88,55,14,5,1,0,A
3525,"E C E 719",72,14,32,11,6,3,0,0,B
3526,"E C E 723",66,61,5,0,0,0,0,0,A
3527,"E C E/N E/PHYSICS 724",166,80,54,23,3,1,0,0,A
3528,"E C E/N E/PHYSICS 725",178,67,63,37,3,1,0,0,A
3529,"E C E/N E/PHYSICS 726",152,62,43,41,2,2,0,0,A
3530,"E C E 729",154,61,43,29,5,9,0,2,B
3531,"E C E 730",328,116,103,81,14,4,0,0,B
3532,"E C E 731",62,49,10,0,0,0,0,0,A
3533,"E C E 734",48,24,12,11,0,0,0,0,A
3534,"E C E 735",125,37,36,27,10,9,0,0,B
3535,"E C E 736",40,13,8,11,1,0,0,0,A
3536,"E C E 738",154,148,1,1,0,1,0,0,A
3537,"E C E/M E 739",108,89,9,8,1,0,0,0,A
3538,"E C E 740",278,142,58,59,9,3,0,1,A
3539,"E C E 741",108,74,22,11,0,0,0,0,A
3540,"E C E 742",165,125,27,8,2,1,0,0,A
3541,"E C E 743",92,59,22,11,0,0,0,0,A
3542,"E C E 744",92,56,21,9,1,1,0,1,A
3543,"E C E 745",221,116,62,35,1,1,0,0,A
3544,"E C E/PHYSICS 746",63,39,12,8,1,0,0,0,A
3545,"E C E 747",37,30,4,2,0,0,0,0,A
3546,"E C E/PHYSICS 748",150,121,26,0,0,0,0,0,A
3547,"E C E/N E/PHYSICS 749",0,0,0,0,0,0,0,0,N/A
3548,"E C E/COMP SCI 750",104,49,32,22,1,0,0,0,A
3549,"E C E 751",212,106,76,22,3,2,0,0,A
3550,"E C E/COMP SCI 752",643,284,203,110,16,5,0,4,A
3551,"E C E 753",82,37,29,13,3,0,0,0,A
3552,"E C E/COMP SCI 755",149,77,36,26,7,0,0,0,A
3553,"E C E/COMP SCI 756",89,53,23,7,3,1,0,0,A
3554,"E C E/COMP SCI 757",362,164,124,56,2,1,1,0,A
3555,"E C E/COMP SCI/E M A/E P/M E 759",617,506,59,16,5,1,0,0,A
3556,"E C E/COMP SCI 760",1934,1030,598,218,18,14,3,8,A
3557,"E C E/COMP SCI 761",573,245,180,85,9,10,0,0,A
3558,"E C E/COMP SCI 766",601,469,93,23,8,2,0,2,A
3559,"E C E/CBE/MATH 777",16,13,1,0,1,0,0,0,A
3560,"E C E/B M E/MED PHYS 778",0,0,0,0,0,0,0,0,N/A
3561,"E C E/COMP SCI 782",56,50,5,0,0,0,0,0,A
3562,"E C E 790",297,0,0,0,0,0,0,0,N/A
3563,"E C E 817",36,30,2,0,2,0,0,0,A
3564,"E C E 821",17,8,1,6,1,0,0,0,A
3565,"E C E 826",15,10,1,1,0,0,1,1,B
3566,"E C E 830",190,66,52,48,14,1,0,0,B
3567,"E C E 841",63,25,26,7,3,0,0,0,A
3568,"E C E/MATH 842",58,44,6,5,0,0,0,0,A
3569,"E C E 845",56,29,18,5,0,0,0,0,A
