block,total,aCount,abCount,bCount,bcCount,cCount,dCount,fCount,letter
HDFS 501,7992,5838,1122,592,197,109,35,29,A
HDFS 516,1174,768,214,114,32,20,7,6,A
HDFS 517,1290,807,248,137,50,25,9,4,A
HDFS 535,948,408,235,182,70,35,9,5,B
HDFS 592,350,338,7,4,0,1,0,0,A
HDFS 601,1031,940,44,11,7,9,2,4,A
HDFS/COM ARTS/JOURN 616,707,374,210,81,22,11,8,0,A
HDFS 650,1007,780,125,58,12,10,4,4,A
HDFS 662,214,126,52,20,4,8,1,1,A
HDFS 663,933,757,102,34,12,12,6,4,A
HDFS 664,31,30,1,0,0,0,0,0,A
HDFS 680,2,2,0,0,0,0,0,0,A
HDFS 690,0,0,0,0,0,0,0,0,
HDFS 699,82,74,4,2,0,1,0,1,A
HDFS/ED PSYCH 725,323,217,81,11,1,0,0,0,A
HDFS/COUN PSY/ED PSYCH 726,54,53,1,0,0,0,0,0,A
HDFS 761,33,26,3,2,1,0,1,0,A
HDFS 763,21,17,1,0,1,1,0,0,A
HDFS 765,11,9,1,0,0,0,0,0,A
HDFS 766,361,295,39,12,5,0,0,0,A
HDFS 818,32,26,4,0,0,0,0,0,A
HDFS 843,13,6,4,2,0,0,0,0,A
HDFS 865,135,100,25,6,0,0,0,0,A
HDFS 869,9,9,0,0,0,0,0,0,A
HDFS 872,144,106,24,9,0,0,0,1,A
HDFS/ED PSYCH/NURSING/SOC WORK 880,180,170,7,2,0,0,0,0,A
HDFS/ED PSYCH/NURSING/SOC WORK 881,35,35,0,0,0,0,0,0,A
HDFS 990,24,0,0,0,0,0,0,0,
HDFS 999,11,10,0,0,0,0,0,0,A
H ONCOL/MED PHYS 410,199,72,64,50,4,0,0,0,A
H ONCOL/B M E/MED PHYS/PHYSICS 501,398,181,160,39,12,4,0,0,A
H ONCOL 681,0,0,0,0,0,0,0,0,
H ONCOL 682,2,2,0,0,0,0,0,0,A
H ONCOL 691,0,0,0,0,0,0,0,0,
H ONCOL 692,2,2,0,0,0,0,0,0,A
H ONCOL 699,66,65,0,1,0,0,0,0,A
H ONCOL 750,8,8,0,0,0,0,0,0,A
H ONCOL 910,0,0,0,0,0,0,0,0,
H ONCOL 911,20,0,0,0,0,0,0,0,
H ONCOL 912,0,0,0,0,0,0,0,0,
H ONCOL 922,17,0,0,0,0,0,0,0,
H ONCOL 990,6,0,0,0,0,0,0,0,
I SY E 1,1825,1223,376,146,46,16,5,6,A
I SY E 191,558,467,52,18,3,1,0,1,A
I SY E 210,343,157,110,50,19,4,2,0,A
I SY E 312,281,189,37,38,10,6,0,0,A
I SY E 313,3485,1448,745,692,260,231,59,28,B
I SY E 315,1825,1223,376,146,46,16,5,6,A
I SY E 320,1510,631,402,294,106,60,10,1,B
I SY E 321,1470,682,359,266,92,55,8,2,A
I SY E 323,1537,435,236,460,157,191,40,7,B
I SY E 348,798,766,22,7,1,1,0,0,A
I SY E/PSYCH 349,2552,1584,557,279,74,34,10,4,A
I SY E 350,1045,962,73,7,2,0,0,0,A
I SY E 389,0,0,0,0,0,0,0,0,
I SY E 412,744,592,72,44,20,10,1,0,A
I SY E 415,1449,566,568,236,50,16,1,2,A
I SY E 417,1246,803,261,117,32,15,8,3,A
I SY E/COMP SCI/MATH 425,295,91,58,63,30,38,10,4,B
I SY E 450,805,646,130,26,0,0,0,0,A
I SY E 468,0,0,0,0,0,0,0,0,
I SY E 476,218,177,38,3,0,0,0,0,A
I SY E 478,0,0,0,0,0,0,0,0,
I SY E 489,0,0,0,0,0,0,0,0,
I SY E/M E 510,493,202,141,88,45,13,1,1,B
I SY E/M E 512,998,515,228,167,51,27,5,0,A
I SY E 515,1170,1042,99,23,4,0,1,1,A
I SY E 516,309,158,57,46,24,11,5,1,B
I SY E 517,308,181,86,25,7,2,1,1,A
I SY E/COMP SCI/DS 518,79,59,8,4,2,4,1,0,A
I SY E 520,428,324,76,20,5,1,0,0,A
I SY E 521,139,55,50,32,0,0,0,1,A
I SY E/COMP SCI/E C E 524,1296,515,341,203,107,63,30,14,B
I SY E/COMP SCI/MATH/STAT 525,1842,549,273,373,194,227,125,56,BC
I SY E/COMP SCI 526,16,4,8,0,0,0,0,2,B
I SY E/PSYCH 549,367,329,28,6,1,1,0,1,A
I SY E 552,100,76,18,2,2,0,0,0,A
I SY E 555,611,459,114,28,4,1,0,0,A
I SY E 557,138,126,10,1,0,0,0,0,A
I SY E/COMP SCI/M E 558,47,27,12,3,1,1,0,2,A
I SY E/MED PHYS 559,391,253,104,27,2,1,1,1,A
I SY E 562,51,35,10,5,0,1,0,0,A
I SY E/B M E 564,482,257,142,61,12,4,0,2,A
I SY E/E C E 570,205,167,29,6,2,0,0,0,A
I SY E/N E 574,73,23,26,17,4,0,1,0,B
I SY E 575,612,347,181,48,14,8,5,4,A
I SY E 601,542,396,93,36,2,3,2,0,A
I SY E 602,109,64,28,13,1,0,2,0,A
I SY E 603,95,61,14,15,5,0,0,0,A
I SY E 604,182,96,50,25,7,2,2,0,A
I SY E 605,253,107,68,48,20,10,0,0,B
I SY E 606,7,1,2,2,2,0,0,0,B
I SY E/PHARMACY 608,1304,876,352,59,15,1,0,0,A
I SY E 612,53,33,12,1,4,0,0,0,A
I SY E 615,302,175,77,35,7,2,0,1,A
I SY E/B M I 617,156,110,32,10,2,0,0,0,A
I SY E 618,45,39,4,1,1,0,0,0,A
I SY E 620,350,144,87,86,23,4,3,1,B
I SY E 624,329,123,87,67,29,16,2,0,B
I SY E 625,88,26,22,30,9,1,0,0,B
I SY E/MATH/OTM/STAT 632,1916,712,234,443,121,221,85,38,B
I SY E/COMP SCI 635,309,140,84,53,16,9,0,3,A
I SY E/M E 641,411,279,102,27,3,0,0,0,A
I SY E/M E 643,133,60,38,25,2,0,0,1,A
I SY E 645,234,120,77,30,5,0,0,0,A
I SY E 649,53,35,12,3,0,1,1,1,A
I SY E/PSYCH 653,404,231,120,48,3,2,0,0,A
I SY E/B M E 662,415,362,47,3,2,0,0,0,A
I SY E 699,475,447,8,1,0,0,0,0,A
I SY E 702,16,0,0,0,0,0,0,0,
I SY E/POP HLTH 703,128,92,32,3,1,0,0,0,A
I SY E/C&E SOC/N E/SOC 708,8,3,1,2,0,0,0,0,A
I SY E/COMP SCI 719,190,131,25,12,4,0,0,0,A
I SY E/INFO SYS 722,25,15,5,5,0,0,0,0,A
I SY E/COMP SCI 723,119,80,18,10,1,1,0,0,A
I SY E/COMP SCI/MATH/STAT 726,735,246,223,158,44,30,1,5,B
I SY E/COMP SCI 727,119,104,5,3,1,1,0,1,A
I SY E/COMP SCI/MATH 728,166,80,42,23,12,1,0,0,A
I SY E/M H R 729,197,109,51,16,5,0,0,0,A
I SY E/COMP SCI/MATH 730,148,62,46,32,3,1,0,1,A
I SY E 790,38,0,0,0,0,0,0,0,
I SY E 823,105,92,5,1,0,0,0,0,A
I SY E/PSYCH 854,92,75,16,1,0,0,0,0,A
I SY E/PSYCH 859,191,157,18,6,2,0,0,0,A
I SY E/POP HLTH 875,103,91,12,0,0,0,0,0,A
I SY E 890,169,0,0,0,0,0,0,0,
I SY E 961,101,94,1,0,0,0,0,1,A
I SY E 990,20,0,0,0,0,0,0,0,
I SY E 999,0,0,0,0,0,0,0,0,
INFO SYS 322,86,35,29,15,3,4,0,0,A
INFO SYS 352,86,35,29,15,3,4,0,0,A
INFO SYS 365,1194,651,385,105,17,18,1,4,A
INFO SYS 371,785,507,131,61,45,16,7,14,A
INFO SYS 423,304,166,93,38,3,3,0,0,A
INFO SYS 424,304,166,93,38,3,3,0,0,A
INFO SYS/I SY E 722,25,15,5,5,0,0,0,0,A
INFO SYS 723,68,31,23,4,5,5,0,0,A
INFO SYS 724,0,0,0,0,0,0,0,0,
INFO SYS 765,129,122,6,1,0,0,0,0,A
INTEGART 110,308,272,26,6,3,1,0,0,A
INTEGART 112,35,31,3,0,0,0,0,0,A
INTEGART 310,23,21,1,1,0,0,0,0,A
INTEGART 312,0,0,0,0,0,0,0,0,
INTEGART 330,8,8,0,0,0,0,0,0,A
INTEGART 610,6,6,0,0,0,0,0,0,A
INTEGART 612,0,0,0,0,0,0,0,0,
INTEGART 630,8,8,0,0,0,0,0,0,A
INTEGART/M H R 632,135,69,39,20,3,0,0,0,A
INTEGART/M H R 636,61,45,4,10,0,1,0,1,A
ILS 110,31,26,3,1,0,0,0,1,A
ILS/ENVIR ST 126,1587,916,198,350,26,58,14,3,A
ILS 153,215,60,35,74,21,15,6,2,B
ILS 198,36,0,0,0,0,0,0,0,
ILS 199,293,235,32,14,6,2,1,2,A
ILS 200,2612,1780,561,144,49,24,10,24,A
ILS 201,3280,1093,994,723,220,116,40,45,B
ILS 202,1683,451,533,458,134,56,15,13,B
ILS 203,2842,1407,589,488,160,103,51,20,B
ILS 204,1347,772,335,132,41,17,14,11,A
ILS 205,2002,354,710,611,203,59,25,27,B
ILS 206,1087,225,360,278,129,44,13,11,B
ILS/RELIG ST 234,569,157,193,137,35,18,9,8,B
ILS 251,104,53,23,20,5,2,0,0,A
ILS 253,210,87,61,38,8,6,3,1,B
ILS 254,183,99,43,31,4,0,1,1,A
ILS/ENVIR ST 255,66,34,6,22,1,2,0,0,A
ILS 275,1149,608,203,186,44,20,6,13,A
ILS 298,12,7,1,0,0,0,0,0,A
ILS 299,12,7,1,0,0,0,0,0,A
ILS 338,126,123,1,2,0,0,0,0,A
ILS/ITALIAN 350,293,93,80,54,30,16,6,4,B
ILS/ITALIAN/LITTRANS/POLI SCI 365,664,378,144,86,16,8,9,11,A
ILS/LACIS 367,9,8,0,0,0,0,0,0,A
ILS 369,23,17,4,2,0,0,0,0,A
ILS 371,593,334,142,53,23,14,4,8,A
ILS 372,263,129,87,26,11,4,1,1,A
ILS 400,405,295,73,19,3,3,1,5,A
ILS/JEWISH/SOC 423,16,6,3,3,1,0,0,0,A
ILS 490,73,69,0,1,0,1,0,0,A
ILS 681,7,3,3,1,0,0,0,0,A
ILS 682,57,44,10,2,0,0,1,0,A
ILS 691,0,0,0,0,0,0,0,0,
ILS 692,0,0,0,0,0,0,0,0,
INTEGSCI 100,1171,864,182,91,10,9,7,4,A
INTEGSCI 110,311,287,9,6,2,3,2,0,A
INTEGSCI 140,86,78,3,2,0,1,1,1,A
INTEGSCI 150,181,170,4,2,2,1,0,1,A
INTEGSCI 230,163,157,4,0,0,1,0,0,A
INTEGSCI 240,146,126,13,1,2,1,0,0,A
INTEGSCI 260,8,8,0,0,0,0,0,0,A
INTEGSCI 261,8,8,0,0,0,0,0,0,A
INTEGSCI 299,3,3,0,0,0,0,0,0,A
INTEGSCI 320,55,54,0,1,0,0,0,0,A
INTEGSCI 340,55,54,0,1,0,0,0,0,A
INTEGSCI 341,2,2,0,0,0,0,0,0,A
INTEGSCI 375,163,136,12,10,2,0,0,0,A
INTEGSCI 605,16,0,0,0,0,0,0,0,
INTEGSCI 640,19,0,0,0,0,0,0,0,
INTEGSCI 650,24,0,0,0,0,0,0,0,
INTEGSCI 660,6,0,0,0,0,0,0,0,
INTEGSCI 675,22,22,0,0,0,0,0,0,A
INTEGSCI 699,0,0,0,0,0,0,0,0,
INTEGSCI 740,146,126,13,1,2,1,0,0,A
INTEGSCI 750,0,0,0,0,0,0,0,0,
INTEGSCI 840,40,0,0,0,0,0,0,0,
INTEGSCI 850,29,0,0,0,0,0,0,0,
INTER-AG 1,2288,2008,115,73,34,26,5,23,A
INTER-AG 2,0,0,0,0,0,0,0,0,
INTER-AG 140,0,0,0,0,0,0,0,0,
INTER-AG 141,1257,275,109,286,113,230,132,101,BC
INTER-AG 155,2288,2008,115,73,34,26,5,23,A
INTER-AG 175,1656,1574,46,17,4,5,3,2,A
INTER-AG/INTER-LS 250,4629,3723,621,146,17,10,9,1,A
INTER-AG 288,114,110,1,1,0,1,1,0,A
INTER-AG 321,50,50,0,0,0,0,0,0,A
INTER-AG 340,23,21,1,1,0,0,0,0,A
INTER-AG 375,325,270,11,8,1,0,0,1,A
INTER-AG 388,177,177,0,0,0,0,0,0,A
INTER-AG/NUTR SCI 421,464,442,15,4,0,2,0,0,A
INTER-AG 488,27,27,0,0,0,0,0,0,A
INTER-AG 681,2,0,0,0,0,0,0,0,
INTER-AG 682,3,3,0,0,0,0,0,0,A
INTEREGR 102,1495,643,426,295,67,41,8,9,B
INTEREGR 110,78,0,0,0,0,0,0,0,
INTEREGR 111,148,65,51,23,6,3,0,0,A
INTEREGR 150,0,0,0,0,0,0,0,0,
INTEREGR 160,6031,3379,1633,762,153,65,23,11,A
INTEREGR 170,2909,2268,491,122,12,8,4,3,A
INTEREGR 303,155,145,6,1,0,1,1,0,A
INTEREGR 397,2272,891,879,398,54,23,6,8,A
INTEREGR 413,390,362,25,0,0,0,0,0,A
INTEREGR 477,43,40,2,1,0,0,0,0,A
INTEREGR 601,446,310,77,26,11,5,8,4,A
INTEREGR 941,27,27,0,0,0,0,0,0,A
INTER-LS 101,500,425,42,25,1,3,2,0,A
INTER-LS 102,554,262,158,95,18,9,4,5,A
INTER-LS 103,53,33,4,8,5,1,0,0,A
INTER-LS 106,991,678,163,91,17,19,4,13,A
INTER-LS 107,152,111,23,8,5,2,0,1,A
INTER-LS 110,59,25,22,7,4,0,0,0,A
INTER-LS 121,148,65,51,23,6,3,0,0,A
INTER-LS 130,131,125,2,1,1,1,0,1,A
INTER-LS 139,148,126,9,6,2,1,1,3,A
INTER-LS 145,4116,3758,125,59,25,39,11,31,A
INTER-LS 157,3,0,0,0,0,0,0,0,
INTER-LS 210,3119,2587,194,110,57,52,40,41,A
INTER-LS 215,1131,922,84,47,21,23,6,10,A
INTER-LS/INTER-AG 250,4629,3723,621,146,17,10,9,1,A
INTER-LS 257,23,23,0,0,0,0,0,0,A
INTER-LS 260,671,597,28,12,8,10,3,6,A
INTER-LS 300,39,38,0,0,0,0,0,0,A
INTER-LS 301,9,7,1,1,0,0,0,0,A
INTER-LS 302,0,0,0,0,0,0,0,0,
INTER-LS 315,198,186,10,1,0,0,0,0,A
INTER-LS 601,763,632,72,25,11,12,4,1,A
INTER-LS 602,0,0,0,0,0,0,0,0,
INTER-LS 700,0,0,0,0,0,0,0,0,
INTER-HE 201,1573,711,501,217,57,42,15,3,A
INTER-HE 202,2723,1458,414,400,125,175,82,38,B
INTER-HE 301,140,35,75,20,6,2,1,0,B
INTER-HE/ELPA 770,124,108,2,9,0,0,0,0,A
INTER-HE 792,77,73,3,0,0,0,0,0,A
INTER-HE 793,167,108,44,11,1,0,0,0,A
INTER-HE 801,196,193,1,0,0,1,0,0,A
INTER-HE 810,0,0,0,0,0,0,0,0,
INTER-HE 815,313,286,10,4,1,7,0,0,A
INTER-HE 940,27,19,8,0,0,0,0,0,A
INTER-HE 980,25,0,0,0,0,0,0,0,
INTL BUS 200,7120,1596,1927,1789,960,551,137,86,B
INTL BUS/FRENCH 313,522,323,157,28,2,6,2,1,A
INTL BUS/FRENCH 314,222,127,71,18,2,2,0,0,A
INTL BUS/GEN BUS 320,753,576,153,19,1,1,0,0,A
INTL BUS/SPANISH 329,316,256,29,15,8,3,1,2,A
INTL BUS 365,2935,2230,405,197,35,27,8,6,A
INTL BUS 399,570,559,7,2,0,0,0,1,A
INTL BUS/M H R 403,1265,790,272,153,33,7,0,0,A
INTL BUS/MARKETNG 420,1071,362,472,180,37,5,3,1,A
INTL BUS/REAL EST 430,82,78,3,1,0,0,0,0,A
INTL BUS/FINANCE 445,972,385,248,246,44,32,4,0,B
INTL BUS 450,18,9,4,0,2,2,0,1,B
INTL BUS/A A E/ECON 462,541,273,125,81,28,12,8,7,A
INTL BUS/FINANCE 745,822,329,258,169,40,21,0,0,A
INTL BUS 765,1132,908,120,18,0,0,1,0,A
INTL BUS 766,52,51,1,0,0,0,0,0,A
INTL BUS 767,41,41,0,0,0,0,0,0,A
INTL BUS 799,0,0,0,0,0,0,0,0,
INTL ST 101,5400,1363,1745,1257,543,314,66,46,B
INTL ST 110,4,0,0,0,0,0,0,0,
INTL ST 210,5,0,0,0,0,0,0,0,
INTL ST/ANTHRO/FOLKLORE/LINGUIS 211,215,104,40,36,11,8,1,2,A
INTL ST 212,0,0,0,0,0,0,0,0,
INTL ST/ED POL 220,44,38,5,0,0,0,0,1,A
INTL ST 266,123,49,38,16,7,4,3,3,B
INTL ST/AFRICAN 302,33,20,5,2,2,0,1,0,A
INTL ST 310,112,0,0,0,0,0,0,0,
INTL ST/GEOG 311,117,50,44,12,3,1,0,1,A
INTL ST/GEOG 315,20,8,11,1,0,0,0,0,A
INTL ST 320,477,403,57,6,3,5,0,0,A
INTL ST 322,55,24,27,3,0,0,0,1,A
INTL ST/POLI SCI 325,14,7,6,0,1,0,0,0,A
INTL ST/POLI SCI 327,14,7,6,0,1,0,0,0,A
INTL ST/HISTORY 330,265,77,85,35,27,11,6,0,B
INTL ST/HISTORY 332,265,77,85,35,27,11,6,0,B
INTL ST/ED POL 335,846,440,234,98,31,15,3,5,A
INTL ST/HISTORY 366,249,120,39,13,10,3,3,6,A
INTL ST/A A E 373,557,181,172,141,20,16,5,2,B
INTL ST/A A E 374,777,219,214,183,69,42,16,21,B
INTL ST/HISTORY 375,248,133,28,8,9,2,0,0,A
INTL ST 401,484,291,96,66,12,15,0,0,A
INTL ST 402,395,97,131,89,42,20,4,5,B
INTL ST 403,248,128,61,20,9,7,3,8,B
INTL ST/POLI SCI 423,451,365,61,23,0,0,0,0,A
INTL ST/POLI SCI 431,199,132,35,9,3,6,1,0,A
INTL ST/POLI SCI 434,103,30,34,15,12,5,1,3,B
INTL ST/POLI SCI 436,170,72,58,15,7,6,0,1,A
INTL ST/POLI SCI 439,170,72,58,15,7,6,0,1,A
INTL ST 501,5400,1363,1745,1257,543,314,66,46,B
INTL ST 502,239,112,67,36,10,10,1,1,A
INTL ST 503,248,128,61,20,9,7,3,8,B
INTL ST 504,6975,2323,1520,1458,777,506,145,106,B
INTL ST 520,6975,2323,1520,1458,777,506,145,106,B
INTL ST 523,9,9,0,0,0,0,0,0,A
